youtube_id,video_id,title,bias
UCIZJ9a6P_nxCFJTmL0gh_IQ,i00_IjWQwvM,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,qaG6LkomiSk,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,_Opl5MHemhM,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,-HYnrMH2zlw,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,erJXdow2xSQ,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,igV0uiPCIm0,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,b1nz32dYZRc,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,hYK86Uh5wMc,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,U2v5_2yMhXY,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,gq_Zt16A6jc,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,d3bhrcCgQbM,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,oP6Ry6YQHk0,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,d8mKm1HO2Gk,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,m3Bukp9AgUY,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,k-jVZ7iBKkQ,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,n_scKvgUkS8,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,KIdoT6pIa_I,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,PEiU56mw90w,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,LubEZyaW9RI,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,JSI1ay69WQ8,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,lIeP_1nU79g,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,ZgmJ5uUv50A,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,3k8LoEu_p50,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,tDpO2cPzaII,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,zC6gDfPVVmc,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,0dGKSIw039s,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,N0I4zPZISgQ,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,bV6pdm5UkPQ,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,9AzdVAdsVZA,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,2t81h1vIiFQ,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,kXw2S9dXvFw,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,M819B-VozX8,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,4RMeERuFg9k,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,bl7vbw_39_o,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,vdfrQPPgjm4,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,TGtnjRXnKq8,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,73C1HkNCkW0,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,Kasd49PB8S8,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,dAFv6gz-pUA,Al Arabiya English,leastbiased
UCIZJ9a6P_nxCFJTmL0gh_IQ,l32HuSi7HXM,Al Arabiya English,leastbiased
UCI_XnBD9F9RporJLDCWSJhA,qlp2GDQwIkI,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,LSGiN2nEoPU,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,3EPd2i4Jshs,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,OyY8YOP5Kpo,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,li1iuqqsJm4,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,Lq9-W3CKChU,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,jkr6Xw4jKOc,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,n2Etmf2H8nI,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,nFXHvXLyP4w,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,dI-RBNO2Q8M,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,Pb3HseiIxL4,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,JO-nszL5AwM,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,NiMwCDTG4a8,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,Y0SZpx3xI5I,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,wbaPtaJwye4,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,VoWS24O75pQ,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,HG2DwIVuXr0,John Hawkins,extremeright
UCI_XnBD9F9RporJLDCWSJhA,s480pWIGn4w,John Hawkins,extremeright
UCIlbzyU1I4zhSoIYIw6ohzA,1aSoCjDxe-Y,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,6W6sJGs0QqU,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,98sCFXFx54A,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,jinMUztl08I,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,6-uu_tX2C_Q,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,4tx1mBOilgk,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,5A4SvvQQ5y4,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,8ZnLAvDAzl0,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,ymq_zSv7Oyc,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,_kQ9BAEZI5U,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,hqFzdebVQhY,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,8MKejM943no,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,St6pp1PmmPM,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,JZ4itD8vS-o,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,ggsNEM7jSio,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,vQL7ogAPhWE,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,QKMrh6VSHgM,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,XqoGJS0EYdU,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,DFAiD0oPdZs,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,0qliz0vO-Fk,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,jKNeSnTXSkE,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,YZkHwmEoB8c,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,Zwv2HOLM_wA,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,OEtQzJ0go-A,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,uqW7-EBlr-Y,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,bsziaqtaMCM,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,2xW4ESI-VOc,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,5E10lUd6pik,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,vsk5_EQaEqc,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,wHAnYYO98B0,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,FDN5EaMIvxQ,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,z3vs_9uZhGM,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,EJakfbvBjzM,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,qMlN54Ibc-k,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,ihZiFFkao3I,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,1IeZHl1gwwU,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,Vaq1Spkx0-s,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,VgPfrRtmzbk,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,A6afRt1pAFs,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,cs_qxDD2bdI,Political Storm,leastbiased
UCIlbzyU1I4zhSoIYIw6ohzA,j4BMQTqNwZM,Political Storm,leastbiased
UCIo5765h7I9104vQFriyjPA,V6kK7gAU0-A,Speisa,extremeright
UCIo5765h7I9104vQFriyjPA,nLXFjT1a5f4,Speisa,extremeright
UCIo5765h7I9104vQFriyjPA,9rk-vNK7RmE,Speisa,extremeright
UCIsbLox_y9dCIMLd8tdC6qg,qFbszYkgrug,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,4LPubUCJv58,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,xSrGKcH40tQ,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,1HspLlarElo,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,7kqvLnpU23Y,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,OKoqIqQ0E08,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,nTxPvQstR-M,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,UKcdKuBlVL0,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,kfAzdQKPchQ,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,GjmUY7xCMsQ,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,o230K7oZExU,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,4I2-35aCjQU,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,JQQ6rkgaW-0,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,YK592Jjph3Y,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,9M2H98wb0Es,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,mCvyHzoNkA4,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,FzJuB9Qe0H8,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,YJxPok5c7G0,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,TJryeZCLwDA,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,76y4wJgY17o,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,MuAEYbnhFzo,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,OsWDBAdEncM,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,7-BpBooltHc,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,bKBCxfRTRqw,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,BTVzsZZfTRI,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,7CI6DSCM--o,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,lNHsy-_vgPs,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,CrY3uEElh08,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,_b-luaEUcig,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,k1r3bnUPRw8,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,YnncKCoVa8w,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,OfJIWNT6AcQ,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,R_DmD_Wic3w,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,bG4HHR9hf-g,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,qOvH0nW6GKs,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,iYHCfF5RvvA,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,oomX2pUFpvQ,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,3ZA6IHEGDxs,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,ZSEARS-qfMA,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,q0MAAklg5YY,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,k_-sSNO3G_w,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,tY9b8jpO71I,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,83oHjHw9j0E,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,6NEg-cdLvak,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,6SyGgHFGKvE,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,_PWXuog6FZA,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,t2ft_tI2opg,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,ZlpaE35Cp7w,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,3-HSGIT9Tnk,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,6ux_Rj873Bg,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,hV5QvzdkZ0o,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,XGVcFqaDvlA,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,BiMVq7y4gwo,Vanity Fair,left
UCIsbLox_y9dCIMLd8tdC6qg,gtQPo1fXsxo,Vanity Fair,left
UCIveFvW-ARp_B_RckhweNJw,mD_-JKvSJrc,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,51clP7JRqv8,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,iFD4nQARR4c,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,c7sIXM10SKo,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,6KtuwzY2WFs,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,Rqdw9h6cD6U,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,z3BmJOORhsU,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,uc7_VULXOic,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,8PEvceiuUh0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,kelTJgrO3tY,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,C1chmEfIgb0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,igxqfkG294s,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,Qc1RnUS0cSM,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,UEihkjKNhN8,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,8ttR7jQRTe4,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,RBMuWybtKKs,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,LwwF0_KmBAY,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,sDoQe3zxStc,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,MjcD4ZBagZA,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,WfUM6glxCAY,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,OdMWpvvnk2Q,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,UtPoRGvlRWA,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,sWjazmpMDeI,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,-MiHIpInZSA,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,yiKklFUW4To,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,0fxtuok7AKY,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,i7LWJaBFIFw,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,RpqMFjiCcss,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,tefjNbR_kaU,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,KRCo7MbRYOE,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,1miyjlJJlyU,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,JAmQwGo5Dec,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,7Py6tGjJIMs,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,mzWOhzOyVFo,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,_i18Pi6el9U,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,RDiQIhd3JFw,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,EALYveaLctU,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,cEeLmtIvzT0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,PyotLRHMOIk,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,9In0Xf8HH4k,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,W1-KtWMhNkI,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,LFRtZEj5pwQ,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,WfOfAqX7Jdg,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,PxdYjy8diNg,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,sr56_qxmejQ,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,1Z50mtzlUec,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,Zopa0vJv76I,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,_TvE9m097so,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,MoiLDsbhDB0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,enuw-sexHeM,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,5xJWGoS-f88,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,NTTK2yMq3wM,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,QSeyvYq0ZlA,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,Jg82EoUCiJY,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,h2xLCDyN-1U,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,mqQqxkO1P_A,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,jcsQBciFTRY,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,GAm7Rm0Agxs,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,xbdW0HRkaO8,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,2RkiUF2qwW4,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,pdSnJOfAnq0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,M0s__18J2kk,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,F4WZC8K71a4,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,UGPmIOapQvs,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,ZDKge9i5XM4,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,EUjCgLCejV8,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,VOu30hBgPXg,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,DUUnK1zzRbs,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,EGrX3zbxd6Y,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,SSHc4sE-ZCA,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,loGXKxdhZhk,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,5ONb3sCqxho,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,3n9gccUK8Wc,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,cZ7_Q1rb6CY,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,cyYUcbI0uJs,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,WA5MaHhVGpM,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,VybWkpt_3Jo,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,NnCfmdEoUl4,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,AiJWCLtW5Fg,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,ghBIX5fVAZk,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,-XgdtHewGR0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,e-8spGrLrUM,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,hZ0SM3iIv7U,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,0Hb5T-yHuEk,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,FllSAkWNpbo,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,Qvtdvxgp8M0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,u_F3oev06i0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,SE1pnVR-JE0,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,Q8i4ghH5O0U,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,6w_ze-2r9c4,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,MeDvZq9d8dk,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,3hXj45S246k,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,NSm2cGn8UwQ,StevenCrowder,right
UCIveFvW-ARp_B_RckhweNJw,Nno1fQb0eFc,StevenCrowder,right
UCIzXayRP7-P0ANpq-nD-h5g,VYytDyw8JS0,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,a6gbjFmha5A,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,FcEq0TYG4So,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,X4edj4n-Nm4,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,UpQzVwHE8DI,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,aUmqufiDRAA,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,Zft697iv4y0,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,H7P7AB7dEFY,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,rXa2kjjmkZc,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,6DalymtwdHI,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,9alYvdFnqVE,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,AII_8t9PO1U,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,WVlomxB0gNg,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,5PdPN8hdy6k,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,Kl_at6wV2_w,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,tQMSk8c4-WY,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,hL2zemI-N0w,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,HpwLS4wCVg8,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,F0u3V8LyD08,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,VOz2INdQPeg,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,zQwKDK5LrYs,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,zm5pcOCT-b8,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,owcocsBoKrI,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,jYnVOiSSmH8,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,O24rulfjA8U,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,OmEJQoa9iKk,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,SKv-FNBtPfg,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,yMj4VNvwHsw,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,unGDNMggUao,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,b7dXG1jM86s,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,Ue0-GdWYl6Q,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,2ZlvTRH5FWM,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,pN8Jnmx4mM8,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,be3N4LaFekM,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,SmNwyACyLus,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,eZ5v2lKiZpU,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,lFsuJR5LiAE,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,wexGqJL5dog,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,H7J9d1R3nlE,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,D9obfaO-pJI,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,Podi54MYiow,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,y6hNOTmRi6g,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,DF76sQ5mieY,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,2wZ3yMjo324,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,pF_sqKcGWbE,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,sjWqvF9NALc,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,X1ejGm-J7mg,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,n6Njdvu7yEc,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,V9vd0aAdTZM,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,CyfLhKeFe9U,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,n6Njdvu7yEc,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,V9vd0aAdTZM,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,CyfLhKeFe9U,The Sun,right
UCIzXayRP7-P0ANpq-nD-h5g,zqxEPtr70Xc,The Sun,right
